Such a system should provide for efficient communication and information methods , making the organs of those who are willing to donate them truly accessible .	Egy ilyen rendszernek biztosítania kell a hatékony kommunikációs és információs módszereket , valóban elérhetővé téve azoknak a szerveit , akik hajlandóak azokat adományozni .	1-0 0-1 2-2 4-3 3-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 23-12 24-13 12-14 16-15 13-16 14-17 17-19 18-20 19-20 20-20 22-21 21-22 25-23
As Mr Barrot pointed out , the Commission proposal was certainly more ambitious and we must therefore improve on the present text in Parliament .	Miként Barrot úr rámutatott , a bizottsági javaslat határozottan ambiciózusabb volt , ezért a Parlamentben javítanunk kell a mostani szövegen .	0-0 2-1 1-2 3-3 4-3 5-4 6-5 7-6 8-7 10-8 11-9 12-9 9-10 13-11 16-12 18-13 22-14 23-14 14-15 17-15 15-16 19-17 20-18 21-19 24-20
The Commission proposal goes one step further because where there is security , there are also charges , and the first rule is transparency .	A Bizottság javaslata egy lépéssel továbbmegy , mert ahol védelem van , ott díjak is vannak , és a legelső szabály az átláthatóság .	0-0 1-1 2-2 4-3 5-4 3-5 6-5 7-7 8-8 11-9 9-10 10-10 12-11 13-12 16-13 15-14 14-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23
If we give up six to nine billion , and if we follow this model , then the anticipators will clearly always be right .	Ha adunk legfeljebb 6-9 milliárdot , és ha ezt a modellt követjük , akkor az előrejelzőknek nyilvánvalóan mindig igazuk lesz .	0-0 1-1 2-1 3-2 4-3 6-3 7-4 8-5 9-6 10-7 13-8 14-10 11-11 12-11 15-12 16-13 17-14 18-15 20-16 21-17 23-18 19-19 22-19 24-20
The European Parliament and the Commission will be able to develop a close dialogue on the Commission 's Work Programme and international agreements .	Az Európai Parlament és a Bizottság szoros párbeszédet tud majd kialakítani a Bizottság munkaprogramjáról és a nemzetközi megállapodásokról .	0-0 1-1 2-2 3-3 4-4 5-5 12-6 13-7 8-8 6-9 7-9 9-10 10-10 11-10 14-11 15-11 16-12 17-13 18-13 19-13 20-14 21-16 22-17 23-18
Vice-President of the Commission . - ( IT ) Madam President , ladies and gentlemen , this is a very delicate issue .	a Bizottság alelnöke . - ( IT ) Elnök asszony , hölgyeim és uraim , ez egy nagyon kényes kérdés .	2-0 3-1 0-2 1-2 4-3 5-4 6-5 7-6 8-7 10-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-15 18-16 19-17 20-18 21-19 22-20
The neighbourhood policy represents the bilateral policy and the Barcelona process , while the Union for the Mediterranean constitutes the multilateral part .	A szomszédsági politika képviseli a kétoldalú politikát és a barcelonai folyamatot , miközben az Unió a Mediterráneumért képviseli a multilaterális részt .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-15 15-16 17-16 18-17 19-18 20-19 21-20 22-21
Vice-President of the Commission . - ( IT ) Madam President , ladies and gentlemen , the answer is certainly yes .	a Bizottság alelnöke . - ( IT ) Elnök asszony , hölgyeim és uraim , a válasz bizonyosan igen .	2-0 3-1 0-2 1-2 4-3 5-4 6-5 7-6 8-7 10-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-16 19-17 20-18 21-19
Member of the Commission . - As I have said , it is a really difficult , sensitive and important subject .	a Bizottság tagja . - Ahogy mondtam , ez egy igen bonyolult , kényes és fontos téma .	2-0 3-1 0-2 1-2 4-3 5-4 6-5 7-6 8-6 9-6 10-7 11-8 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17
We want to delete this because the authorities have already abolished this system of exit visas , so it is obsolete .	Azért szeretnénk ezt elhagyni , mert a hatóságok már eltörölték a kilépő vízumok rendszerét , így ez idejétmúlttá vált .	0-1 1-1 2-1 4-2 3-3 5-5 6-6 7-7 8-8 9-8 10-9 11-10 14-11 15-12 12-13 13-13 16-14 17-15 18-16 19-16 20-17 21-19
