According to the Spanish version , the proposed oral amendment only changes three words : in the first line , where it says ' the Community will establish a legal basis for future contributions ' , it should say , ' the Commission should propose a legal basis for future contributions ' , and so on until the end .	Según la versión española , la enmienda oral que se propone cambia solamente tres palabras : en la primera línea , donde dice " la Comunidad establecerá una base jurídica para futuras contribuciones " , debería decir , " la Comisión debe proponer una base jurídica para futuras contribuciones " , y así hasta el final .	0-0 1-0 2-1 4-2 3-3 5-4 6-5 9-6 8-7 7-10 11-11 10-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-22 23-23 24-24 25-25 26-26 27-26 28-27 30-28 29-29 31-30 32-31 33-32 34-33 35-34 36-35 37-35 38-36 39-37 40-38 41-39 42-40 43-41 44-42 45-43 47-44 46-45 48-46 49-47 50-48 51-49 52-50 53-51 54-52 56-53 57-54 58-55 59-56
In fact , such criteria could be among several deemed relevant for the distinction between recovery and disposal in general , which is a horizontal issue which should be settled in the context of the Waste Framework Directive rather than in the specific context of this regulation .	De hecho , estos criterios podrían encontrarse entre varios de los considerados relevantes para la distinción entre recuperación y vertido en general , que es un tema horizontal que debería resolverse en el contexto de la Directiva Marco de Residuos en vez del contexto específico de este Reglamento .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 23-25 25-26 24-27 26-28 27-29 28-30 29-30 30-31 31-32 32-33 33-34 34-35 37-36 36-37 35-39 40-40 38-41 39-41 41-42 43-43 42-44 44-45 45-46 46-47 47-48
The decision , in Copenhagen , on the enlargement of the EU marked the reunification of the peoples and states of Europe , the end of the unfortunate division of our continent and the beginning of a new era in the history of Europe .	La decisión , en Copenhague , sobre la ampliación de la UE marcó la reunificación de los pueblos y Estados de Europa , el final de la desafortunada división de nuestro continente y el inicio de una nueva era en la historia de Europa .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44
Mr President , it has been , as always , a pleasure to work with my friend Bill Miller on these technical directives and I believe that we will have made a significant improvement to this directive if it is approved .	Señor Presidente , ha sido , como siempre , un placer trabajar con mi amigo Bill Miller en estas directivas técnicas y creo que habremos hecho una mejora significativa a esta directiva si se aprueba .	0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 22-19 21-20 23-21 24-22 25-22 26-23 27-24 28-24 29-24 30-25 31-26 33-27 32-28 34-29 35-30 36-31 37-32 38-33 39-33 40-34 41-35
Spain will also push for the conclusion of the outstanding Association Agreements between the European Union and the countries bordering the Mediterranean , and will work for the creation of a Euro-Mediterranean internal market and the development of the regional strategies on infrastructure .	España también impulsará la conclusión de los acuerdos de asociación pendientes entre la Unión Europea y los países ribereños , y trabajará por la creación de un mercado interior euromediterráneo y el desarrollo de las estrategias regionales en infraestructuras .	0-0 2-1 1-2 3-2 5-3 6-4 7-5 8-6 11-7 10-9 9-10 12-11 13-12 15-13 14-14 16-15 17-16 18-17 19-18 21-18 22-19 23-20 24-21 25-21 26-22 27-23 28-24 29-25 30-26 33-27 32-28 31-29 34-30 35-31 36-32 37-33 38-34 40-35 39-36 41-37 42-38 43-39
Meanwhile , the Council has reached a political agreement on the text which combines both proposals , which , let us remember , represent the design of the trans-European networks in an enlarged Europe , a Europe of 27 Member States .	Entretanto , el Consejo ha alcanzado un acuerdo político sobre el texto que combina ambas propuestas , que , recordémoslo , suponen la concepción de las redes transeuropeas en una Europa ampliada , una Europa de 27 Estados miembros .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-7 7-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-19 21-19 22-20 23-21 24-22 25-23 26-24 27-25 29-26 28-27 30-28 31-29 33-30 32-31 34-32 35-33 36-34 37-35 38-36 40-37 39-38 41-39
The Community and the RFOs must not hesitate to confront them , because the first to be affected by this type of fishing are the resources and the Community fleet , which complies with the rules of the common fisheries policy .	La Comunidad y las ORP no deben dudar a la hora de hacerles frente , porque los primeros afectados por este tipo de pesca son los recursos y la flota comunitaria , que cumple con la regulación de la Política Común de la Pesca .	0-0 1-1 2-2 3-3 4-4 6-5 5-6 7-7 8-8 10-12 9-13 11-14 12-15 13-16 14-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 29-29 28-30 30-31 31-32 32-33 33-34 34-35 35-36 36-37 37-38 40-39 38-40 39-43 41-44
As evidence of our ongoing commitment in this area , it is worth noting that in programming cooperation for the period 2000-2006 the Commission has allocated a substantial part of its existing financial resources to the social area .	Como prueba de nuestro constante compromiso en este ámbito , conviene observar que en la programación de la cooperación para el período 2000-2006 , la Comisión ha destinado una parte importante de sus recursos financieros actuales al ámbito social .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-10 13-11 14-12 15-13 16-15 17-18 18-19 19-20 20-21 21-22 22-24 23-25 24-26 25-27 26-28 28-29 27-30 29-31 30-32 33-33 32-34 31-35 34-36 35-36 37-37 36-38 38-39
We must also redefine the tasks and powers of the European Central Bank and do away with the obsessive rationing of worthwhile public expenditure , which will require a rapid and in-depth revision of the financial perspectives .	También debemos redefinir las tareas y poderes del Banco Central Europeo y acabar con el racionamiento obsesivo del gasto público útil , que exigirá una revisión rápida y profunda de las perspectivas financieras .	2-0 0-1 1-1 3-2 4-3 5-4 6-5 7-6 8-7 9-7 12-8 11-9 10-10 13-11 14-12 15-12 16-13 17-14 19-15 18-16 20-17 23-18 22-19 21-20 24-21 25-22 26-23 27-23 28-24 32-25 29-26 30-27 31-28 33-29 34-30 36-31 35-32 37-33
The whole of the agricultural situation projected until 2011 in the European Union is , in my opinion , very much more sensitive , and with much more complicated rules , than the situation presented by Mr Garot .	La situación completa de la agricultura proyectada hasta 2011 en la Unión Europea es , en mi opinión , mucho más sensible y con normas mucho más complicadas , que la situación presentada por el Sr. Garot .	0-0 5-1 1-2 2-3 3-4 4-5 6-6 7-7 8-8 9-9 10-10 12-11 11-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-19 21-20 22-21 24-22 25-23 29-24 26-25 27-26 28-27 30-28 31-29 32-30 33-31 34-32 35-33 36-35 37-36 38-37
We also consider that the reforms being introduced by the Palestinian National Authority , to make it more democratic , transparent and efficient , are another necessary condition for a peaceful , stable and democratic Palestinian state .	También creemos que las reformas que está introduciendo la Autoridad Nacional Palestina para hacerla más democrática , transparente y eficaz , son otra condición necesaria para un Estado palestino pacífico , estable y democrático .	1-0 0-1 2-1 3-2 4-3 5-4 6-6 7-7 8-7 9-8 12-9 11-10 10-11 14-12 15-13 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 27-23 26-24 28-25 29-26 36-27 35-28 30-29 31-30 32-31 33-32 34-33 37-34
The Italian Presidency has , as is its duty , asked all the governments what progress had been made with their national legislative measures to adapt their laws to the decision on the European arrest warrant .	La Presidencia italiana ha preguntado , como es su deber , a todos los Gobiernos qué progresos han realizado con sus medidas legislativas nacionales para adaptar sus leyes a la decisión sobre la orden de arresto europea .	0-0 2-1 1-2 3-3 10-4 4-5 5-6 6-7 7-8 8-9 9-10 11-12 12-13 13-14 14-15 15-16 16-17 17-17 18-18 19-19 20-20 23-21 22-22 21-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 34-35 35-35 33-36 36-37
We must find a single voice on the world stage , with the ultimate objective of having a joint representation in assemblies such as the United Nations , the World Bank and the International Monetary Fund .	Debemos encontrar una única voz en la escena mundial , con el objetivo final de contar con una representación conjunta en asambleas como las Naciones Unidas , el Banco Mundial y el Fondo Monetario Internacional .	0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-6 9-7 8-8 10-9 11-10 12-11 14-12 13-13 15-14 16-15 17-17 19-18 18-19 20-20 21-21 22-22 23-22 24-23 26-24 25-25 27-26 28-27 30-28 29-29 31-30 32-31 35-32 34-33 33-34 36-35
It is a shame that , as always , this is an intimate conversation between a few friends , but that has always been the fate of the mountains in the history of the Community .	Es una lástima que , como siempre , esto sea una conversación íntima entre unos cuantos amigos , pero ése ha sido siempre el sino de las montañas en la historia de la Comunidad .	0-0 1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 13-11 12-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 23-21 22-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 31-30 32-31 33-32 34-33 35-34
I also said that , given the importance of the matter , the Italian Presidency will also address this issue and that the competent Italian minister will present the relevant information to Parliament 's competent committee .	También he dicho que dada la importancia del asunto , la Presidencia italiana también abordará esta cuestión y que el Ministro competente italiano presentará la información correspondiente a la comisión competente del Parlamento .	1-0 0-1 2-2 3-3 5-4 6-5 7-6 8-7 9-7 10-8 11-9 12-10 14-11 13-12 16-13 15-14 17-14 18-15 19-16 20-17 21-18 22-19 25-20 23-21 24-22 26-23 27-23 28-24 30-25 29-26 31-27 35-29 34-30 33-31 32-32 36-33
In addition , this Committee will become the essential forum for discussion and advice on the implementation of a new type of action - those that are jointly financed by the Community budget and the Member States .	Además , este Comité será el foro fundamental para la deliberación y asesoramiento sobre la ejecución de un nuevo tipo de acciones , las financiadas conjuntamente a través del presupuesto comunitario y los Estados miembros .	0-0 1-0 2-1 3-2 4-3 5-4 6-4 7-5 9-6 8-7 10-8 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 28-24 27-25 29-27 30-28 32-29 31-30 33-31 34-32 36-33 35-34 37-35
We have all shared the same vision , which essentially we all hold with regard to the need to protect our financial interests , and we have produced a piece of work that is essentially collective .	Todos hemos compartido la misma visión , que básicamente todos tenemos con respecto a la necesidad de proteger nuestros intereses financieros , y hemos realizado un trabajo que es esencialmente colectivo .	2-0 0-1 1-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 11-9 10-10 12-10 13-11 14-12 15-13 16-14 17-15 19-17 20-18 22-19 21-20 23-21 24-22 25-23 26-23 27-24 28-25 29-26 31-26 32-27 33-28 34-29 35-30 36-31
This visit to Brussels by the Speaker of the Mongolian Parliament is a great honour and further evidence of the strengthening of the relations established between the European Union and the Republic of Mongolia .	Esta visita a Bruselas del Presidente del Parlamento de Mongolia es un gran honor y una nueva prueba del fortalecimiento de las relaciones establecidas entre la Unión Europea y la República de Mongolia .	0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-6 10-7 9-9 11-10 12-11 13-12 14-13 15-14 16-16 17-17 18-18 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 28-26 27-27 29-28 30-29 31-30 32-31 33-32 34-33
In these areas , it is not international trade which creates wealth , it is the strength of the internal markets , the power of national citizenship , the creative power of the people themselves .	En estos ámbitos , no es el comercio internacional el que genera riqueza , sino la fortaleza de los mercados interiores , el poder de la ciudadanía nacional , el poder creativo de los propios pueblos .	0-0 1-1 2-2 3-3 6-4 4-5 5-5 8-7 7-8 9-10 10-11 11-12 12-13 13-14 15-15 16-16 17-17 18-18 20-19 19-20 21-21 22-22 23-23 24-24 26-26 25-27 27-28 28-29 30-30 29-31 31-32 32-33 34-34 33-35 35-36
This is regrettable because different peoples of Europe , such as my own , that have been divided by the action of the current Member States , will remain separated in the future .	Esto es lamentable porque diferentes pueblos de Europa , como el mío , que han sido divididos por la acción de los Estados miembros actuales , seguirán separados en el futuro .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-11 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 25-22 24-23 23-24 26-25 27-26 28-26 29-27 30-28 31-29 32-30 33-31
